"","SRR14864859","SRR14864860","SRR14864861","SRR14864862","SRR14864863","SRR14864864","SRR14864865","SRR14864866","SRR14864867","SRR14864868","SRR14864869","SRR14864870"
"ENSG00000198974",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198975",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198976",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198982",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198983",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198984",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198987",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198995",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198997",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199001",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199005",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199012",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199015",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199017",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199020",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199023",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199024",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199025",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199030",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199031",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199032",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199035",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199036",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199038",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199043",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199047",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199051",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199053",0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000199059",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199065",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199069",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199072",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199075",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199077",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199080",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199082",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199085",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199088",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199090",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199092",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199094",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199095",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199102",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199104",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199107",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199109",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199121",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199122",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199127",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199130",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199132",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199133",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199135",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199143",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199145",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199150",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199151",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199153",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199156",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199157",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199158",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199161",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199165",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199168",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199169",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199172",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199177",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199179",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199196",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199197",0,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000199200",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199201",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199202",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199203",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199204",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199212",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199217",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199218",1,1,0,1,0,0,0,1,4,0,2,0
"ENSG00000199219",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199220",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199222",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199223",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199224",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199226",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199231",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199237",0,0,0,1,0,0,0,0,0,0,1,0
"ENSG00000199240",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199241",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199245",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199246",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199248",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000199251",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199260",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199263",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199266",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000199272",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199273",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199276",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199279",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199282",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199283",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199285",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199286",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199289",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199290",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199291",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199293",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199295",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199299",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199301",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199303",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199306",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199308",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199311",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199313",0,0,0,4,0,0,0,0,0,0,0,0
"ENSG00000199315",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199318",0,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000199319",1,2,1,0,0,0,0,0,0,1,0,0
"ENSG00000199321",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199322",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199325",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199326",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199327",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199331",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199332",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199335",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199347",4,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000199348",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199349",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199350",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199352",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000199354",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199357",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199360",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199361",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199362",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199363",2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199364",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199366",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199368",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199370",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199373",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199377",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199378",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199381",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000199385",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199390",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199392",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199394",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199395",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199398",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199400",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199402",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199405",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199407",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199409",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199410",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199411",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199415",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199420",0,0,0,1,0,0,2,0,0,0,0,0
"ENSG00000199422",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199424",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199426",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199436",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000199440",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199442",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199444",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199446",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199448",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199450",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199454",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199455",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199458",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199459",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000199460",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199461",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199466",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199468",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199469",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199470",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000199471",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199472",0,0,0,0,0,1,0,2,0,0,0,0
"ENSG00000199473",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199474",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199475",3,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000199476",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199477",2,0,0,1,0,0,0,0,1,0,0,1
"ENSG00000199480",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199482",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199483",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199487",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199488",0,0,0,0,1,0,0,0,0,2,0,0
"ENSG00000199489",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199490",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199492",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199497",0,0,0,0,0,0,1,2,0,0,0,0
"ENSG00000199506",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199508",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199509",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199512",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199514",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199515",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199516",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199520",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199523",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199525",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199529",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199530",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199535",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199536",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000199540",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199545",8,4,9,10,0,7,21,17,6,7,7,0
"ENSG00000199546",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199550",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199551",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199552",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199556",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199562",0,0,0,0,0,0,1,1,0,1,0,0
"ENSG00000199564",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199565",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199566",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199567",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199568",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199570",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199571",0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000199572",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199574",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199575",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199577",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199580",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199584",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199585",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000199591",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199592",0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000199593",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199594",0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000199595",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199598",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199601",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199603",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199605",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199609",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199620",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199622",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199626",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000199627",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199629",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199630",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199631",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199633",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199634",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199635",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199636",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199638",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199640",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199643",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199645",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199646",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199652",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199664",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199666",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199667",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199668",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199672",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000199673",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199674",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199676",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199677",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199683",1,0,0,1,0,0,0,0,0,0,0,2
"ENSG00000199687",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199691",2,2,0,4,1,5,8,7,0,1,0,5
"ENSG00000199695",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199697",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199698",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199700",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000199701",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199702",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199705",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199709",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199710",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199711",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199712",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199713",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199715",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199716",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199719",1,7,0,5,0,14,1,9,0,3,3,1
"ENSG00000199728",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199730",3,2,0,6,1,2,8,1,19,2,0,1
"ENSG00000199731",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199732",0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000199733",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199735",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199739",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199740",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199744",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199751",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199753",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199755",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199756",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199762",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199764",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199765",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199767",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199771",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199773",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199780",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199781",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199782",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199783",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199784",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199785",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199786",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199787",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199788",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199790",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199791",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199792",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199796",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199797",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199798",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199801",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199803",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199804",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199805",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000199806",0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000199809",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199812",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199814",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199815",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199824",0,0,0,0,0,1,0,1,0,0,0,0
"ENSG00000199827",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199831",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000199832",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199833",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199836",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199839",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199840",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199843",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199845",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199846",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199849",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199851",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000199855",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199856",0,0,0,0,0,0,1,0,1,0,0,0
"ENSG00000199857",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199858",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199859",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199862",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199865",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199866",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199867",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199872",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000199874",0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000199875",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199878",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199879",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199880",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000199881",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199883",0,0,0,0,1,2,0,0,0,0,0,2
"ENSG00000199884",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199885",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199886",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199890",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199892",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199894",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199895",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199899",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000199901",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199903",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199905",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199906",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199911",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199912",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199914",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199920",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199921",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199924",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199927",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199929",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199932",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199933",2,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000199934",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199936",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199938",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199940",3,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000199942",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199944",1,0,0,0,0,1,1,0,0,0,0,0
"ENSG00000199949",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199953",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199959",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000199960",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199961",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199962",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199963",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199964",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199970",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199971",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199975",0,0,0,1,0,2,1,3,2,0,3,1
"ENSG00000199977",10,2,0,1,0,0,6,1,4,4,4,4
"ENSG00000199979",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199985",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199986",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199990",0,0,1,1,0,0,0,0,0,0,0,0
"ENSG00000199994",0,0,0,0,0,0,0,1,0,0,1,0
"ENSG00000200003",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200008",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200011",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200013",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200021",0,0,0,0,0,0,0,0,0,0,0,0
