"gene_id","gene_name","log2FoldChange","foldChange","pvalue","padj","baseMean"
"ENSG00000217555","CKLF",1.30197147646213,2.46565590193858,0.000121525697864711,0.0224534933452036,63.4801759911511
"ENSG00000228058","LINC01736",1.97487579995308,3.9309439689231,0.000292397141279078,0.0366834901936678,46.5219779431736
"ENSG00000228459","LINC01546",2.02359911296256,4.06596871032901,0.000152655343209394,0.024625376762634,24.7405865600275
"ENSG00000230006","ANKRD36BP2",2.71639446167523,6.57228235380015,1.18725409313697e-06,0.00102724462103919,13.7280884945592
"ENSG00000231389","HLA-DPA1",3.06949420650163,8.39478982920699,0.000146324461304221,0.024625376762634,24.4691782880038
"ENSG00000232884","",1.99133721775329,3.97605363356189,6.51182207349446e-05,0.0158913504062778,29.7861478333771
"ENSG00000233117","LINC00702",2.97022237498341,7.8365702055105,1.63138596352748e-05,0.00585913807844255,11.8134280344965
"ENSG00000234507","BRD2",6.58548528308173,96.034793355019,0.000114839857557444,0.0224126447275265,43.5989492704634
"ENSG00000235107","RING1",5.65290112200908,50.3144581767554,0.000395019285769626,0.0427226824126411,32.3274251442677
"ENSG00000250722","SELENOP",1.87853708020297,3.67702014413515,1.95481105022036e-06,0.00136357047523535,3739.02549942338
"ENSG00000255389","",1.15159725064853,2.22159717949655,0.000281674963255508,0.035744552837124,144.539549684624
"ENSG00000255794","RMST",1.49299178369903,2.8147207204727,0.000117200146723441,0.0224126447275265,379.105187547134
"ENSG00000277801","",6.982034021923,126.415891394692,1.53636416997076e-06,0.00121852883230806,12.2131524063882
"ENSG00000281327","LINC01338",1.60009324376375,3.03162906588363,4.7861658022491e-08,0.000113880832557264,95.2113001925967
"ENSG00000286722","",2.54057781852253,5.81821987701597,0.000138388376598253,0.024618904192035,28.7553265630073
"ENSG00000287689","",3.49811499637971,11.2989358307653,1.89935111790747e-09,6.02569142156144e-06,100.31979726405
"ENSG00000291105","",1.52380851559441,2.87549138537673,4.41766463660011e-05,0.0127571083902317,60.0745335743678
